hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp
Kepler-760,,5423,1.12,0.92,0.24,,4.3,,1.5101,,
Kepler-760,,5033,0.93,,,-0.3,,,,,
Kepler-760,,5221,1.11,0.92,,,4.31,,,,
Kepler-760,,5074,0.86,0.81,0.16,,4.47,,2.1208,,
Kepler-760,,5423,1.12,0.92,0.24,,4.3,,5.3295,,
Kepler-760,,,,,,,,,,,
Kepler-760,,5423,1.12,0.92,0.24,,4.3,,1.5101,,
Kepler-760,,5221,1.17,,0.245,,4.31,,,,
Kepler-760,,,,,,,,,,,
Kepler-760,,5423,1.12,0.92,0.24,,4.3,,1.5101,,
Kepler-760,,5322,0.85,0.89,0.08,,4.54,4.57,,,
Kepler-760,,5074,0.86,0.81,0.16,,4.47,,2.8415,,
Kepler-760,,5162,0.91,0.87,,-0.28,4.46,,1.6504,,
Kepler-760,,5423,1.12,0.92,0.24,,4.3,,5.3295,,
Kepler-760,,5239,0.86,,,,,,,,
Kepler-760,,5221,1.17,1.02,,,4.31,,,,
Kepler-760,,5221,1.17,1.02,,,4.31,,,,
Kepler-760,,5423,1.12,0.92,0.24,,4.3,,5.3295,,
Kepler-761,,5675,0.89,,,,,,,,
Kepler-761,,5876,0.97,,,,4.42,,,,
Kepler-761,,5582.19,0.93,0.99,-0.436,-0.117,4.49,,1.7124,,
Kepler-761,,6124,1.01,0.96,-0.34,,4.41,,2.3587,,
Kepler-761,,5676,0.82,0.86,-0.3,,4.55,,0.6492,,
Kepler-761,,5706,0.93,0.95,-0.09,,4.48,4.07,,,
Kepler-761,,,,,,,,,,,
Kepler-761,,6124,1.01,0.96,-0.34,,4.41,,2.3587,,
Kepler-761,,5814.01,0.83,,,-0.153,,,,,
Kepler-761,,6149,1.07,1.07,,,4.41,2.6,,,
Kepler-761,,5876,1.08,,-0.343,,4.41,,,,
Kepler-761,,5876,0.97,,,,4.42,,,,
Kepler-761,,6124,1.01,0.96,-0.34,,4.41,,2.3587,,
Kepler-762,,5897,1.38,,,,4.19,,,,
Kepler-762,,5944,1.08,1.06,0.02,,4.4,3.8,,,
Kepler-762,,6302,1.1,1.07,-0.14,,4.39,,0.7787,,
Kepler-762,,6318,1.35,,,,,,,,
Kepler-762,,6075,1.03,,,,4.45,,,,
Kepler-762,,5772,1.42,,,0.308,,,,,
Kepler-762,,,,,,,,,,,
Kepler-762,,6075,0.99,1.1,,,4.49,,,,
Kepler-762,,6322,1.07,1.12,-0.12,,4.43,,0.7765,,
Kepler-762,,5897,1.38,1.07,,0.318,4.19,,0.5717,,
Kepler-762,,6075,1.03,1.09,,,4.45,,,,
Kepler-762,,6302,1.1,1.07,-0.14,,4.39,,0.7787,,
Kepler-762,,6075,0.99,,-0.107,,4.49,,,,
Kepler-762,,6302,1.1,1.07,-0.14,,4.39,,0.7787,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,3.268,,
Kepler-763,,4988,0.86,,,,,,,,
Kepler-763,,,,,,,,,,,
Kepler-763,,5087,0.76,,0.043,,4.63,,,,
Kepler-763,,,,,,,,,,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,3.2961,,
Kepler-763,,5194,0.73,0.81,,,4.63,2.1,,,
Kepler-763,,,,,,,,,,,
Kepler-763,,5087,0.77,,,,4.6,,,,
Kepler-763,,4999,0.84,0.8,0.18,,4.49,,4.4959,,
Kepler-763,,4967,0.89,,,-0.364,,,,,
Kepler-763,,5166,0.8,0.84,0.01,,4.57,4.79,,,
Kepler-763,,4999,0.84,0.8,0.18,,4.49,,4.0042,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,3.268,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,3.2961,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,5.8031,,
Kepler-763,,,,,,,,,,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,5.8031,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,1.1616,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,1.1616,,
Kepler-763,,4999,0.84,0.8,0.18,,4.49,,3.351,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,5.8031,,
Kepler-763,,5194,0.73,0.81,,,4.63,2.1,,,
Kepler-763,,5080,0.88,0.85,,-0.334,4.48,,1.7646,,
Kepler-763,,5087,0.77,,,,4.6,,,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,3.268,,
Kepler-763,,4999,0.84,0.8,0.18,,4.49,,3.3028,,
Kepler-763,,5258,0.79,0.88,0.04,,4.58,,3.2961,,
Kepler-763,,5194,0.73,0.81,,,4.63,2.1,,,
Kepler-764,,,,,,,,,,,
Kepler-764,,5575,0.86,,-0.219,,4.58,,,,
Kepler-764,,5575,0.81,,,,4.58,,,,
Kepler-764,,5495,0.94,0.96,,-0.136,4.47,,1.6119,,
Kepler-764,,5557,0.89,0.92,-0.06,,4.51,4.17,,,
Kepler-764,,5795,0.85,0.94,-0.2,,4.55,,1.4571,,
Kepler-764,,5800,0.91,,,,,,,,
Kepler-764,,5795,0.85,0.94,-0.2,,4.55,,1.4195,,
Kepler-764,,5804,0.87,0.97,,,4.54,0.7,,,
Kepler-764,,,,,,,,,,,
Kepler-764,,5575,0.81,,,,4.58,,,,
Kepler-764,,5798,0.85,0.93,-0.22,,4.55,,1.4997,,
Kepler-764,,5798,0.85,0.93,-0.22,,4.55,,1.4997,,
Kepler-764,,5798,0.85,0.93,-0.22,,4.55,,1.4997,,
Kepler-764,,5347.33,0.96,,,-0.164,,,,,
Kepler-765,,6036,1.02,0.94,-0.32,,4.4,,0.8487,,
Kepler-765,,6058,1.05,1.03,,,4.41,3.6,,,
Kepler-765,,5791,1.09,,-0.314,,4.4,,,,
Kepler-765,,5791,0.96,,,,4.41,,,,
Kepler-765,,5744.67,1.16,,,0.124,,,,,
Kepler-765,,5811,1.17,1.04,,0.146,4.32,,0.9222,,
Kepler-765,,6036,1.02,0.94,-0.32,,4.4,,0.8802,,
Kepler-765,,6038,1.12,,,,,,,,
Kepler-765,,,,,,,,,,,
Kepler-765,,5791,0.96,,,,4.41,,,,
Kepler-765,,5901,1.06,1.05,0.04,,4.41,3.72,,,
Kepler-765,,6036,1.02,0.94,-0.32,,4.4,,0.8802,,
Kepler-765,,6036,1.02,0.94,-0.32,,4.4,,0.8802,,
Kepler-766,,5938,0.91,1.02,,,4.52,0.3,,,
Kepler-766,,5957,0.94,1.03,-0.08,,4.51,,0.5075,,
Kepler-766,,5957,0.94,1.03,-0.08,,4.51,,0.5075,,
Kepler-766,,5224.43,1.96,,,0.413,,,,,
Kepler-766,,5992,1.15,1.1,0.09,,4.36,3.63,,,
Kepler-766,,5704,0.83,,-0.048,,4.61,,,,
Kepler-766,,5957,0.94,1.03,-0.08,,4.51,,0.5207,,
Kepler-766,,5704,0.89,,,,4.54,,,,
Kepler-766,,,,,,,,,,,
Kepler-766,,5658,1.75,1,,0.451,3.95,,0.2632,,
Kepler-766,,5704,0.89,,,,4.54,,,,
Kepler-766,,5957,0.94,1.03,-0.08,,4.51,,0.5075,,
Kepler-767,,5686,1.78,1.01,,0.476,3.94,,0.2517,,
Kepler-767,,5870,0.87,0.96,-0.2,,4.54,,32.3173,,
Kepler-767,,5870,0.87,0.96,-0.2,,4.54,,32.3173,,
Kepler-767,,5876,0.89,1,,,4.54,0.4,,,
Kepler-767,,5665,0.83,,,,4.57,,,,
Kepler-767,,,,,,,,,,,
Kepler-767,,5778,1.21,1.03,0.16,,4.29,,32.9053,,
Kepler-767,,5665,0.55,,-0.15,,4.95,,,,
Kepler-767,,5694,0.94,0.96,-0.05,,4.48,4.07,,,
Kepler-767,,5779,1.8,,,,,,,,
Kepler-767,,5481.43,1.92,,,0.477,,,,,
Kepler-767,,5870,0.87,0.96,-0.2,,4.54,,32.3173,,
Kepler-767,,5665,0.83,,,,4.57,,,,
Kepler-768,,4999,0.76,0.81,0.06,,4.59,,8.3387,,
Kepler-768,,4999,0.76,0.81,0.06,,4.59,,2.8429,,
Kepler-768,,4999,0.76,0.81,0.06,,4.59,,8.3387,,
Kepler-768,,,,,,,,,,,
Kepler-768,,4931,0.66,0.75,,,4.67,1,,,
Kepler-768,,4999,0.76,0.81,0.06,,4.59,,8.3387,,
Kepler-768,,4837.63,0.76,,,-0.549,,,,,
Kepler-768,,5108,0.78,0.82,-0.03,,4.58,4.57,,,
Kepler-768,,4999,0.76,0.81,0.06,,4.59,,2.8429,,
Kepler-768,,4825,0.59,,0.054,,4.79,,,,
Kepler-768,,4825,0.7,,,,4.65,,,,
Kepler-768,,4983,0.73,0.84,0.07,,4.62,,2.839,,
Kepler-768,,5014,0.78,0.83,,-0.466,4.58,,2.512,,
Kepler-768,,4825,0.7,,,,4.65,,,,
Kepler-768,,,,,,,,,,,
Kepler-768,,4931,0.66,0.75,,,4.67,1,,,
Kepler-768,,4989,0.79,,,,,,,,
Kepler-769,,5983,1.14,1.1,,0.179,4.36,,1.0363,,
Kepler-769,,6186,1.28,1.19,0.06,,4.3,2.88,,,
Kepler-769,,5764,1.17,,,0.133,,,,,
Kepler-769,,5954,0.93,,,,4.5,,,,
Kepler-769,,6225,1.01,1.07,-0.18,,4.46,,1.5039,,
Kepler-769,,6225,1.01,1.07,-0.18,,4.46,,0.5667,,
Kepler-769,,6225,1.01,1.07,-0.18,,4.46,,0.5667,,
Kepler-769,,,,,,,,,,,
Kepler-769,,,,,,,,,,,
Kepler-769,,6225,1.01,1.07,-0.18,,4.46,,1.5039,,
Kepler-769,,6049,1.18,1.14,0.16,,4.35,,1.3618,,
Kepler-769,,6225,1.01,1.07,-0.18,,4.46,,1.5039,,
Kepler-769,,5954,0.93,,,,4.5,,,,
Kepler-769,,6049,1.18,1.14,0.16,,4.35,,1.8774,,
Kepler-769,,6047,1.1,,,,,,,,
Kepler-769,,6215,1.02,1.1,,,4.47,0.3,,,
Kepler-769,,5954,0.9,,-0.173,,4.56,,,,
Kepler-769,,,,,,,,,,,
Kepler-769,,6225,1.01,1.07,-0.18,,4.46,,0.5667,,
Kepler-769,,6225,1.01,1.07,-0.18,,4.46,,0.0665,,
Kepler-769,,6215,1.02,1.1,,,4.47,0.3,,,
Kepler-769,,6049,1.18,1.14,0.16,,4.35,,1.1985,,
Kepler-77,,,,,,,,,,,
Kepler-77,,5482.59,1.06,,,,4.37,,,,
Kepler-77,,5520,0.99,0.95,0.2,,,7.5,,1.5,
Kepler-77,,5482.59,1.06,0.96,0.338,-0.038,4.37,,1.1344,,
Kepler-77,,5596,1,,,,,,,,
Kepler-77,,5731,1.04,,,,4.45,,,,
Kepler-77,,5731,1.04,,,,4.45,,,,
Kepler-77,,5570,0.92,,0.174,,4.53,,,,
Kepler-77,G5 V,5520,0.99,0.95,0.2,,4.42,7.5,1.365,1.5,
Kepler-77,,5731,1.04,1.1,,,4.45,1.2,,,
Kepler-77,,5628,1,0.99,0.16,,4.44,5.5,,,
Kepler-77,,5705,0.98,1.09,0.36,,4.5,,1.6352,,
Kepler-77,,5389.5,1.08,,,-0.052,,,,,
Kepler-77,,5705,0.98,1.09,0.36,,4.5,,1.6352,,
Kepler-77,,5705,0.98,1.09,0.36,,4.5,,1.6352,,
Kepler-77,,5524,0.99,0.95,0.2,,4.42,,1.608,,
Kepler-77,,5668,0.99,1.08,0.43,-0.046,4.48,,1.6,1.8,
Kepler-770,,4941,4.88,1.81,0.4,,3.32,,0.6488,,
Kepler-770,,5350,0.7,,-0.346,,4.73,,,,
Kepler-770,,5513,0.75,0.82,-0.36,,4.6,,3.2503,,
Kepler-770,,,,,,,,,,,
Kepler-770,,4941,4.88,1.81,0.4,,3.32,,1.0304,,
Kepler-770,,5350,0.7,,,,4.65,,,,
Kepler-770,,4938,1.22,,,,,,,,
Kepler-770,,5513,0.75,0.82,-0.36,,4.6,,2.0745,,
Kepler-770,,5513,0.75,0.82,-0.36,,4.6,,2.0745,,
Kepler-770,,5552,0.81,0.91,,,4.58,0.5,,,
Kepler-770,,5552,0.81,0.91,,,4.58,0.5,,,
Kepler-770,,5513,0.75,0.82,-0.36,,4.6,,0.9777,,
Kepler-770,,5493,1.17,0.96,,0.054,4.28,,0.8344,,
Kepler-770,,5513,0.75,0.82,-0.36,,4.6,,0.9777,,
Kepler-770,,5513,0.75,0.82,-0.36,,4.6,,0.9777,,
Kepler-770,,5513,0.75,0.82,-0.36,,4.6,,3.2503,,
Kepler-770,,5336,1.19,,,0.012,,,,,
Kepler-770,,5513,0.75,0.82,-0.36,,4.6,,2.0745,,
Kepler-770,,,,,,,,,,,
Kepler-770,,5598,0.92,0.94,-0.01,,4.49,4.57,,,
Kepler-770,,5513,0.75,0.82,-0.36,,4.6,,3.2503,,
Kepler-770,,5350,0.7,,,,4.65,,,,
Kepler-770,,4941,4.88,1.81,0.4,,3.32,,1.0123,,
Kepler-770,,5552,0.81,0.91,,,4.58,0.5,,,
Kepler-770,,,,,,,,,,,
Kepler-771,,5689,0.9,,,,4.53,,,,
Kepler-771,,5982,0.96,1.05,-0.04,,4.49,,0.7348,,
Kepler-771,,5417,1.62,,,0.311,,,,,
Kepler-771,,5945,0.93,1.02,,,4.51,0.9,,,
Kepler-771,,5982,0.96,1.05,-0.04,,4.49,,0.6364,,
Kepler-771,,5906,1.05,1.03,0.01,,4.42,3.72,,,
Kepler-771,,5782,1.5,1.04,,0.355,4.1,,0.4349,,
Kepler-771,,,,,,,,,,,
Kepler-771,,5982,0.96,1.05,-0.04,,4.49,,0.7752,,
Kepler-771,,5982,0.96,1.05,-0.04,,4.49,,0.7752,,
Kepler-771,,5689,0.9,,,,4.53,,,,
Kepler-771,,5982,0.96,1.05,-0.04,,4.49,,0.7752,,
Kepler-771,,,,,,,,,,,
Kepler-771,,5689,0.94,,-0.041,,4.51,,,,
Kepler-771,,5982,0.96,1.05,-0.04,,4.49,,0.6513,,
Kepler-771,,5979,1.45,,,,,,,,
Kepler-772,,5721,1.21,0.93,-0.06,,4.24,,0.5355,,
Kepler-772,,5714,1.11,0.98,0.03,,4.33,8.13,,,
Kepler-772,,,,,,,,,,,
Kepler-772,,5487,1.21,,,,4.24,,,,
Kepler-772,,5487,1.33,,-0.058,,4.23,,,,
Kepler-772,,5685,1.23,0.91,,,4.22,12.5,,,
Kepler-772,,5765,1.24,0.97,0,,4.24,,0.5204,,
Kepler-772,,5567.78,1.86,0.98,0.111,0.475,3.89,,0.2157,,
Kepler-772,,5641,1.83,,,,,,,,
Kepler-772,,5349,1.94,,,0.442,,,,,
Kepler-772,,5721,1.21,0.93,-0.06,,4.24,,0.5355,,
Kepler-772,,5721,1.21,0.93,-0.06,,4.24,,0.5355,,
Kepler-772,,5487,1.21,,,,4.24,,,,
Kepler-773,,5751,0.98,0.99,0.06,,4.45,,0.2309,,
Kepler-773,,5735,1.11,0.95,0,,4.32,,5.1367,,
Kepler-773,,5746,1.05,,,,4.4,,,,
Kepler-773,,5776,0.97,,-0.014,,4.49,,,,
Kepler-773,,,,,,,,,,,
Kepler-773,,5736,1.06,,,,,,,,
Kepler-773,,5665.91,1.16,1.01,0.042,0.095,4.31,,0.9146,,
Kepler-773,,5746,1.05,1.01,,,4.4,5.7,,,
Kepler-773,,5735,1.11,0.95,0,,4.32,,5.1367,,
Kepler-773,,5794,1.05,,,0.049,,,,,
Kepler-773,,5746,1.05,,,,4.4,,,,
Kepler-773,,5850,1.01,1.04,0.05,,4.45,2.82,,,
Kepler-773,,5735,1.11,0.95,0,,4.32,,5.1367,,
Kepler-774,,6350,1.97,1.32,-0.08,,3.97,,0.3806,,
Kepler-774,,6333,1.87,,,0.704,,,,,
Kepler-774,,6405,1.58,1.32,,,4.16,2.54,,,
Kepler-774,,6439.23,1.91,1.3,-0.134,0.753,3.99,,0.2625,,
Kepler-774,,6403,2.42,1.57,0.04,,3.87,2.14,,,
Kepler-774,,6350,1.97,1.32,-0.08,,3.97,,0.3806,,
Kepler-774,,6513,1.86,,,,,,,,
Kepler-774,,6405,1.58,,,,4.16,,,,
Kepler-774,,6353,2.87,1.5,-0.1,,3.7,,0.3899,,
Kepler-774,,6270,0.94,,-0.429,,4.54,,,,
Kepler-774,,6405,1.58,,,,4.16,,,,
Kepler-774,,,,,,,,,,,
Kepler-774,,6350,1.97,1.32,-0.08,,3.97,,0.3806,,
Kepler-775,,5480,0.88,,,,4.52,,,,
Kepler-775,,5487,0.83,0.92,0,,4.56,,1.9728,,
Kepler-775,,5325,0.85,,,-0.285,,,,,
Kepler-775,,5487,0.83,0.92,0,,4.56,,2.019,,
Kepler-775,,5487,0.83,0.92,0,,4.56,,1.9728,,
Kepler-775,,5362.23,0.85,0.93,0.029,-0.267,4.54,,2.115,,
Kepler-775,,5468,0.84,0.92,-0.04,,4.56,1.86,,,
Kepler-775,,5354,0.84,,,,,,,,
Kepler-775,,5480,0.88,,,,4.52,,,,
Kepler-775,,5281,0.67,,-0.255,,4.76,,,,
Kepler-775,,5480,0.88,0.93,,,4.52,3.9,,,
Kepler-775,,5487,0.83,0.92,0,,4.56,,1.9728,,
Kepler-775,,,,,,,,,,,
Kepler-776,,5093,0.85,0.79,0.08,,4.48,,7.2728,,
Kepler-776,,4944,0.82,0.81,,-0.437,4.51,,2.037,,
Kepler-776,,4904,1.1,,0.058,,4.33,,,,
Kepler-776,,5093,0.85,0.79,0.08,,4.48,,3.2136,,
Kepler-776,,5023,0.73,0.74,,,4.57,13.6,,,
Kepler-776,,5071,0.78,0.83,0.05,,4.58,4.37,,,
Kepler-776,,5104.33,0.7,,,-0.52,,,,,
Kepler-776,,5083,0.79,,,,,,,,
Kepler-776,,5093,0.85,0.79,0.08,,4.48,,7.2728,,
Kepler-776,,5093,0.85,0.79,0.08,,4.48,,7.2728,,
Kepler-776,,4904,0.83,,,,4.5,,,,
Kepler-776,,4904,0.83,,,,4.5,,,,
Kepler-776,,,,,,,,,,,
Kepler-777,,4065,0.57,0.59,-0.13,,4.7,,6.6598,,
Kepler-777,,4043,0.56,0.58,-0.17,,4.71,3.16,,,
Kepler-777,,3968,0.64,,,,,,,,
Kepler-777,,,,,,,,,,,
Kepler-777,,4149,0.54,0.56,,,4.73,13.9,,,
Kepler-777,,4021,0.67,,-0.017,,4.54,,,,
Kepler-777,,4065,0.57,0.59,-0.13,,4.7,,6.6598,,
Kepler-777,,4021,0.54,,,,4.73,,,,
Kepler-777,,4065,0.57,0.59,-0.13,,4.7,,6.6598,,
Kepler-777,,4021,0.54,,,,4.73,,,,
Kepler-777,,4065,0.64,,,-0.995,,,,,
Kepler-777,,3968,0.55,0.57,-0.14,,4.71,,5.773,,
Kepler-777,,4031,0.67,0.63,,-0.968,4.58,,2.9141,,
Kepler-778,,5098,0.8,0.86,,-0.413,4.57,,2.3981,,
Kepler-778,,5311,0.79,0.88,-0.04,,4.59,,2.7269,,
Kepler-778,,5311,0.79,0.88,-0.04,,4.59,,2.1344,,
Kepler-778,,5311,0.79,0.88,-0.04,,4.59,,2.1344,,
Kepler-778,,5278,0.74,0.84,,,4.62,0.8,,,
Kepler-778,,5018.22,0.82,,,-0.419,,,,,
Kepler-778,,5141,0.74,,,,4.62,,,,
Kepler-778,,5102,0.77,0.81,-0.09,,4.58,5.25,,,
Kepler-778,,5141,0.74,,,,4.62,,,,
Kepler-778,,5315,0.79,,,,,,,,
Kepler-778,,5141,0.71,,-0.038,,4.69,,,,
Kepler-778,,5311,0.79,0.88,-0.04,,4.59,,2.1344,,
Kepler-778,,,,,,,,,,,
Kepler-779,,3770.67,0.6,,,-1.181,,,,,
Kepler-779,,3555,0.4,0.41,-0.07,,4.85,,4.5421,,
Kepler-779,,3555,0.4,0.41,-0.07,,4.85,,4.5421,,
Kepler-779,,3569,0.39,0.4,-0.16,,4.86,,6.7317,,
Kepler-779,,3804,0.44,0.46,-0.43,,4.81,3.89,,,
Kepler-779,,3560,0.54,,,,,,,,
Kepler-779,,,,,,,,,,,
Kepler-779,,3868,0.52,,,,4.74,,,,
Kepler-779,,3555,0.4,0.41,-0.07,,4.85,,4.5421,,
Kepler-779,,3868,0.52,,,,4.74,,,,
Kepler-779,,4018,0.52,0.54,,,4.74,13.4,,,
Kepler-779 B,,,,,,,,,,,
Kepler-779,,3827,0.55,0.54,,-1.234,4.69,,4.6288,,
Kepler-779,,3868,0.51,,-0.005,,4.7,,,,
Kepler-78,,5121,0.75,0.78,-0.08,,4.61,,2.63,,
Kepler-78,,5076.34,0.73,0.85,0.035,-0.498,4.64,,3.0953,,
Kepler-78 B,,3369,0.31,0.28,,-1.965,4.92,,13.9854,,
Kepler-78,,5058,0.74,0.76,-0.18,,4.55,,,2.4,
Kepler-78,,5121,0.74,0.83,-0.08,,4.61,0.625,2.8,2.6,
Kepler-78,G,,,,,,,,,,
Kepler-78,,5058,0.75,0.78,-0.18,,,,,,12.92
Kepler-78,,5024.09,0.74,,,-0.506,,,,,
Kepler-78,,5089,0.75,0.84,-0.14,,4.6,,2.84,,
Kepler-78,,5089,0.74,,,,,,,,
Kepler-78,,,,0.83,,,,0.625,,2.6,
Kepler-78,,4957,0.95,,-0.093,,4.45,,,,
Kepler-78,G,5089,0.74,0.81,-0.14,,4.6,0.75,2.8,2.4,
Kepler-780,,5735,1.1,0.95,0.02,,4.34,,1.0139,,
Kepler-780,,5601,,,,,,,,,
Kepler-780,,5735,1.1,0.95,0.02,,4.34,,1.0139,,
Kepler-780,,5601,0.93,,-0.9,,4.52,,,,
Kepler-780,,5731,1.09,,,,4.37,,,,
Kepler-780,,,,,,,,,,,
Kepler-780,,5735,1.1,0.95,0.02,,4.34,,1.0139,,
Kepler-780,,5731,1.09,1,,,4.37,7,,,
Kepler-780,,5718,1.04,0.97,0.08,,4.39,,0.9842,,
Kepler-780,,5846.26,1.04,,0.136,,,,,,
Kepler-780,,5731,1.09,,,,4.37,,,,
Kepler-780,,5769,1.02,1.01,0.05,,4.42,4.9,,,
Kepler-781,,5162,0.78,0.81,-0.1,,4.58,4.9,,,
Kepler-781,,5330,0.73,0.81,-0.32,,4.62,,1.8494,,
Kepler-781,,,,,,,,,,,
Kepler-781,,5160,0.8,0.87,,-0.384,4.57,,2.3564,,
Kepler-781,,5164,0.65,,,,4.68,,,,
Kepler-781,,5330,0.73,0.81,-0.32,,4.62,,1.8494,,
Kepler-781,,5164,0.56,,-0.301,,4.88,,,,
Kepler-781,,5333,0.73,0.81,-0.32,,4.62,,0.651,,
Kepler-781,,5330,0.73,0.81,-0.32,,4.62,,1.8494,,
Kepler-781,,5363,0.76,0.86,,,4.61,0.7,,,
Kepler-781,,5341,0.8,,,,,,,,
Kepler-781,,4932.26,0.89,,,-0.378,,,,,
Kepler-781,,5164,0.65,,,,4.68,,,,
Kepler-782,,5833,1.26,,-0.267,,4.28,,,,
Kepler-782,,6126,1.19,0.98,-0.28,,4.28,,0.4839,,
Kepler-782,,5867,1.01,0.98,-0.14,,4.42,5.25,,,
Kepler-782,,5681.6,1.17,1.01,-0.307,0.11,4.31,,0.886,,
Kepler-782,,6138,1.25,1.07,,,4.28,4.8,,,
Kepler-782,,,,,,,,,,,
Kepler-782,,5821,1.09,,,0.09,,,,,
Kepler-782,,5751,1.03,0.85,-0.28,,4.34,,0.9433,,
Kepler-782,,5833,1.17,,,,4.27,,,,
Kepler-782,,5833,1.17,,,,4.27,,,,
Kepler-782,,6126,1.19,0.98,-0.28,,4.28,,0.4839,,
Kepler-782,,6126,1.19,0.98,-0.28,,4.28,,0.4839,,
Kepler-782,,5684,1.12,,,,,,,,
Kepler-783,,5549,1.02,,,,4.35,,,,
Kepler-783,,,,,,,,,,,
Kepler-783,,5357,0.86,0.85,0,,4.5,,1.3452,,
Kepler-783,,5810,1.17,0.94,,,4.28,9.7,,,
Kepler-783,,5775,1.11,0.84,-0.34,,4.27,,0.9066,,
Kepler-783,,5388,0.86,,,-0.25,,,,,
Kepler-783,,5775,1.11,0.84,-0.34,,4.27,,0.9066,,
Kepler-783,,,,,,,,,,,
Kepler-783,,5775,1.11,0.84,-0.34,,4.27,,15.2384,,
Kepler-783,,5357,0.86,0.85,0,,4.5,,1.3939,,
Kepler-783,,5549,1.02,,,,4.35,,,,
Kepler-783,,5810,1.17,0.94,,,4.28,9.7,,,
Kepler-783,,5775,1.11,0.84,-0.34,,4.27,,15.2384,,
Kepler-783,,5775,1.11,0.84,-0.34,,4.27,,15.2384,,
Kepler-783,,5521,0.89,0.93,0.01,,4.51,3.89,,,
Kepler-783,,5775,1.11,0.84,-0.34,,4.27,,0.9066,,
Kepler-783,,5411.49,0.87,0.94,-0.03,-0.231,4.53,,1.9981,,
Kepler-783,,5381,0.86,,,,,,,,
Kepler-783,,5549,1.26,,-0.339,,4.27,,,,
Kepler-784,,,,,,,,,,,
Kepler-784,,5394,3.03,,,0.845,,,,,
Kepler-784,,5576,2.87,0.98,,0.857,3.51,,0.0582,,
Kepler-784,,5610,1.65,1.06,,,4.03,8.8,,,
Kepler-784,,5640,2.88,,,,,,,,
Kepler-784,,5676,1.49,1.02,0.1,,4.1,,0.0934,,
Kepler-784,,5611,1.79,1.06,0.02,,3.96,,0.037,,
Kepler-784,,5611,1.79,1.06,0.02,,3.96,,0.0867,,
Kepler-784,,5611,1.79,1.06,0.02,,3.96,,0.0867,,
Kepler-784,,5611,1.79,1.06,0.02,,3.96,,0.037,,
Kepler-784,,5394,0.84,,-0.499,,4.59,,,,
Kepler-784,,5561,,,0,,3.82,,,4.8,
Kepler-784,,,,,,,,,,,
Kepler-784,,5676,1.49,1.02,0.1,,4.1,,0.0977,,
Kepler-784,,5676,1.49,1.02,0.1,,4.1,,0.0955,,
Kepler-784,,5611,1.79,1.06,0.02,,3.96,,0.0867,,
Kepler-784,,5610,1.65,,,,4.03,,,,
Kepler-784,,,,,,,,,,,
Kepler-784,,5674,1.32,1,0.07,,4.19,9.12,,,
Kepler-784,,5610,1.65,1.06,,,4.03,8.8,,,
Kepler-784,,5611,1.79,1.06,0.02,,3.96,,0.037,,
Kepler-784,,5610,1.65,,,,4.03,,,,
Kepler-785,,4656,0.62,0.68,,,4.69,5.3,,,
Kepler-785,,4601,0.69,,,,4.66,,,,
Kepler-785,,4601,0.65,,0.376,,4.69,,,,
Kepler-785,,,,,,,,,,,
Kepler-785,,3806,0.5,0.53,-0.06,,4.76,,3.9787,,
Kepler-785,,3807,0.5,0.53,-0.06,,4.76,,3.7774,,
Kepler-785,,3806,0.74,,,,,,,,
Kepler-785,,3806,0.5,0.53,-0.06,,4.76,,3.9787,,
Kepler-785,,4634.43,0.68,,,-0.715,,,,,
Kepler-785,,3806,0.5,0.53,-0.06,,4.76,,3.9787,,
Kepler-785,,4739,0.71,0.77,-0.02,,4.62,2.82,,,
Kepler-785,,4664.23,0.7,,,,4.62,,,,
Kepler-785,,4601,0.69,,,,4.66,,,,
Kepler-785,,4664.23,0.7,0.74,0.199,-0.683,4.62,,3.0682,,
Kepler-786,,4568.33,0.82,0.72,-0.017,-0.583,4.47,,1.8746,,
Kepler-786,,4772,0.71,,,,,,,,
Kepler-786,,,,,,,,,,,
Kepler-786,,4744,0.72,0.77,0.1,,4.61,,2.8084,,
Kepler-786,,4744,0.72,0.77,0.1,,4.61,,2.8084,,
Kepler-786,,4744,0.72,0.77,0.1,,4.61,,2.8084,,
Kepler-786,,4838,0.74,0.81,0.09,,4.61,2.51,,,
Kepler-786,,4742,0.7,,,,4.64,,,,
Kepler-786,,4736,0.71,0.79,0.12,,4.62,,2.2599,,
Kepler-786,,4742,0.7,,,,4.64,,,,
Kepler-786,,4746,0.86,,0.471,,4.5,,,,
Kepler-786,,4742,0.69,0.77,,,4.64,4.2,,,
Kepler-786,,4885.8,0.65,,,-0.668,,,,,
